"a","b","d","c","h","rmse_b"
0.00064296,0.23325858,0.04270596,16.3777,2.9164,5.5172
0.00073306,0.26289505,0.08916187,19.2008,2.4148,10.9241
0.00096662,0.11018527,0.05573059,14.0403,2.6177,4.7342
0.00099209,0.36897206,0.04837904,13.7514,2.0828,6.1897
0.0004178,0.161798,0.02524594,12.5404,2.755,3.5862
0.00012918,1.09087646,0.09123917,15.3085,2.6017,6.6208
0.00092101,0.3894285,0.08866335,16.0141,2.1904,8.855
0.00048511,0.60491192,0.05682258,18.468,2.3183,9.8623
0.00097256,1.15260863,0.07837055,12.0335,2.2486,4.8901
0.00025554,0.81934899,0.08402685,12.3639,2.1008,5.6083
0.00051167,0.03713735,0.00330226,14.5626,2.4411,4.8417
0.00027581,1.12973607,0.05906903,18.5421,2.6658,8.673
0.00036654,1.04211771,0.04314758,14.6531,2.8791,4.4571
0.00044998,0.18413931,0.0630393,18.2971,2.2379,10.063
0.00058322,0.63855374,0.0258919,13.5257,1.553,7.5604
0.00061996,0.36811262,0.07354368,12.5884,2.3559,4.6553
9.966e-05,1.03176916,0.08068076,19.1529,1.5799,14.3436
0.00055563,0.10792843,0.029601,19.9571,1.7798,12.8465
0.0004293,0.01747143,0.01775554,14.9444,2.6747,4.7276
0.00076655,0.93026364,0.0670229,13.4796,1.7243,7.9273
0.00028882,1.13358736,0.04756578,14.8062,2.2771,6.439
0.00029764,0.59001201,0.04594587,15.7195,2.5333,6.2054
0.00044467,0.03498847,0.02344089,16.0901,2.0071,7.9502
0.00060898,0.15871498,0.04264713,13.1068,1.7428,6.6522
0.00027245,0.90694839,0.02721222,14.6659,1.7785,7.7527
0.00098193,0.67558825,0.078506,17.3596,2.5106,8.6695
0.00086007,0.90178216,0.02463823,17.0805,2.1937,8.4641
0.00065528,1.14047575,0.06678405,14.9376,2.1271,7.6733
0.00017384,0.0939024,0.00299539,13.7084,1.8341,5.9449
0.00069614,0.25617662,0.09225036,17.3155,2.3768,9.328
9.004e-05,0.11444416,0.01394643,13.744,2.7004,4.0239
0.00097782,0.39536723,0.04888288,17.4297,1.6725,11.4793
0.0002909,0.49852067,0.03709218,14.9373,2.1105,6.8236
0.00055765,0.36594501,0.09973332,13.966,1.6686,9.2823
0.00080372,0.47591332,0.03679168,18.4515,2.6315,8.2074
0.00062164,0.4403525,0.0297404,12.7641,2.9569,3.6928
0.00081179,0.81273627,0.06927604,13.9067,2.7833,4.5061
0.00097579,0.64717442,0.06259158,16.0719,2.6715,6.5014
0.0003124,1.14341557,0.09441086,14.2422,2.2097,7.2781
0.00051871,1.09480703,0.04355256,15.6121,2.5038,6.3034
0.00034224,0.82245409,0.00247639,12.135,2.7623,3.7144
0.00037179,0.69300497,0.0810786,12.1864,2.8879,3.4804
0.00075057,0.26615682,0.00556488,13.6662,1.6313,6.8713
0.00028403,0.22114757,0.00978316,19.5646,2.0279,10.9143
0.00080043,0.26196113,0.01993523,17.845,2.6013,7.3924
0.00013207,0.25954413,0.06554987,19.8776,2.2681,11.4721
0.00085408,0.13889024,0.05263677,17.2177,2.1718,9.1357
0.00031088,0.93787044,0.01323408,12.1823,1.7902,5.0932
0.00062775,1.03241754,0.08720941,12.3329,2.6023,4.1401
0.00014783,0.38741717,0.03582153,17.5582,1.8944,10.1177
0.00090034,0.10129957,0.03099874,17.3474,2.794,6.4924
0.0005577,1.06624174,0.04840456,17.9185,1.5402,12.603
9.113e-05,0.25597277,0.02702656,13.1965,1.5631,7.0163
0.00036681,0.63560247,0.08686557,12.7594,1.5241,8.4142
0.00059467,0.10314168,0.0219104,12.1013,1.7198,5.33
0.00042654,0.67343378,0.01596046,12.8955,2.0536,4.8463
0.00037244,0.09309685,0.00861065,15.6949,2.7347,5.032
0.00094294,0.37030897,0.00693714,16.1656,2.4223,6.3328
0.00082575,0.25359073,0.04002631,14.0172,1.5948,8.1634
0.00051068,0.33385438,0.04795763,12.1141,2.4157,3.7113
0.00074067,0.93860513,0.08144893,19.5743,1.6995,14.4037
0.00068718,0.28072837,0.0368381,12.3699,1.7583,5.8076
0.00023711,0.69024026,0.09302463,14.7722,2.9754,4.9587
0.00032518,0.92304063,0.03072009,12.4917,1.7016,6.079
0.00040415,0.45251182,0.0095279,15.7116,2.9616,4.6795
0.00059511,0.84236676,0.06821755,19.8031,1.5865,14.7228
0.00047024,0.19358926,0.08426931,17.487,2.149,10.1746
0.00076802,0.30575216,0.09339172,12.8223,1.5208,8.6861
0.00053109,1.16628647,0.06733653,14.5256,2.1478,7.1881
0.00087953,0.58190387,0.0932578,14.1097,2.203,7.1454
0.00076949,0.77943534,0.07046174,14.1811,1.9816,7.5705
0.00035777,0.83033335,0.0655148,17.3752,1.588,12.1688
0.00045096,0.57451516,0.01483424,15.2282,2.2342,6.2441
0.00051213,0.03266234,0.02929398,19.3903,1.5304,13.3382
0.00061354,0.02640018,0.0810662,19.4687,2.2773,11.4739
0.00027499,0.3724438,0.06188558,14.8824,1.8243,8.458
0.00062578,0.11923857,0.04652806,19.922,1.9717,12.4106
0.00021754,0.19533212,0.07676493,16.8538,2.8306,6.6973
0.000277,0.58833128,0.09774213,18.8579,2.195,11.7102
0.00080443,0.70349878,0.00789644,16.6577,2.3072,7.2319
0.00086869,1.04083073,0.07660909,13.6303,2.0609,6.9699
0.00073347,0.2203594,0.00824774,13.4836,2.8978,3.8839
0.00051991,1.0127939,0.0751588,14.344,2.6947,5.1899
0.00066357,0.77714199,0.00249479,16.8679,2.6994,6.0154
7.29e-05,0.18772791,0.09253992,13.2374,2.015,6.7544
0.00062457,0.32330382,0.05031343,14.6836,2.5348,5.395
0.00052879,0.24138725,0.00277539,17.1459,2.6696,6.2481
0.00053261,0.52795911,0.02217482,18.319,2.2308,9.285
0.00070797,0.19174756,0.03108804,18.4381,2.0464,10.3151
0.00028363,0.44217667,0.06085987,12.8056,2.4198,4.3738
0.00030649,0.22566783,0.04547682,12.3712,2.0095,4.9754
8.882e-05,0.78805512,0.02919356,16.2551,2.9925,5.1093
0.00050617,0.23015831,0.0290977,15.6682,2.2366,6.8487
0.00077371,0.83013219,0.05860728,17.8433,1.5816,12.6005
0.00086397,0.39275822,0.08012399,12.9423,2.1365,5.9434
0.00050092,0.35024378,0.05768418,17.0628,2.0099,9.7456
0.00013079,0.44961277,0.01833261,19.6312,1.6627,12.7429
0.00018117,0.34024376,0.0794403,18.3555,1.6934,12.8444
0.00084252,0.78284687,0.09736432,17.8645,2.957,7.8426
0.00084927,0.10373862,0.08278561,12.1287,2.1636,5.0955
0.0004737,1.10939825,0.0407635,16.1021,2.1009,8.2258
0.00051692,0.45693469,0.00971768,18.736,2.09,9.9635
0.00015152,0.01747079,0.06088074,14.518,2.7856,4.655
0.00014596,1.16377294,0.05007717,12.3807,1.7095,6.4087
0.00034556,1.14516771,0.03437696,17.9721,2.4335,8.5184
0.00061241,0.77515757,0.06782842,19.6139,2.991,8.6124
0.00036181,0.87985635,0.04942713,18.9525,2.4391,9.7024
0.00022146,0.27526325,0.09967638,18.5776,2.3183,10.8599
0.00080063,0.07179154,0.08400717,17.5875,2.2451,9.9137
0.00085792,0.14003724,0.06832037,18.4282,2.4889,9.3716
0.00022711,0.46708798,0.04549334,14.7774,2.6873,4.9307
0.00015609,0.74976575,0.0690342,19.029,2.074,11.6869
0.00098251,0.24044743,0.08795492,19.4221,2.8109,9.5379
0.00073449,0.1537575,0.06262589,19.913,2.8208,9.3109
0.00088741,0.98434663,0.06059836,16.9992,1.659,11.5487
0.00084419,0.17576785,0.05469504,19.4342,2.8985,8.4321
0.00061682,0.10986126,0.07169212,18.2603,2.3339,9.8581
0.00095149,1.0118494,0.05634757,16.0832,2.6709,6.4581
0.00093439,0.52652967,0.0263642,14.8078,2.0137,6.9878
0.00033881,0.17319992,0.06542694,17.9064,1.9081,11.1061
0.00037082,0.38501406,0.09711567,14.4817,2.3125,6.9773
0.00097016,1.14440417,0.06454986,14.1406,1.5286,9.4785
0.00079302,0.47857296,0.00999956,18.0109,1.8697,10.2464
0.00064322,0.13409165,0.09590074,17.3169,2.4167,9.2103
0.00077156,0.17693464,0.03030198,17.2227,2.457,7.5253
0.00057135,1.14352345,0.07539368,17.1913,1.5453,12.5848
0.00038506,0.5792979,0.09557809,15.1066,2.4614,6.9947
0.00030357,0.13749994,0.05807918,18.941,1.6885,12.8804
0.00076561,0.46474305,0.0446174,15.1408,2.7119,5.1868
0.000706,0.41700953,0.08320136,12.8502,1.722,7.5853
0.00066528,1.01229441,0.06753945,15.9192,2.4464,7.3204
0.00016675,0.87433386,0.07983448,16.4305,1.9365,10.0427
0.00099784,0.60818809,0.04299469,19.6658,2.6856,9.3354
0.00017955,0.07069518,0.02630257,12.1851,2.1336,4.0877
0.00046049,0.1032441,0.00164426,13.1078,2.0534,4.729
0.00019592,0.79643995,0.03724413,15.416,2.7928,5.067
0.00090338,1.02380645,0.06628851,16.072,2.2317,8.3498
0.00011225,1.16925144,0.04453025,19.2569,2.3731,10.1633
0.00010992,0.90644813,0.04395714,12.1322,2.2222,4.1721
0.00014851,0.6759516,0.0256823,14.6964,2.3015,5.7131
0.00016911,0.06410888,0.05341252,19.685,2.1888,11.2902
0.00063233,0.82960236,0.06808085,19.6861,2.4103,11.0197
6.741e-05,1.09147787,0.03150176,13.662,2.347,4.8583
0.0009234,0.57235676,0.01074435,14.8615,1.5915,8.416
0.00043811,0.46520251,0.00838646,15.6286,1.5277,9.2352
0.00070699,1.13630855,0.02676907,13.7598,2.5458,4.4038
0.0009019,0.62625736,0.04087258,12.8656,1.6706,6.8624
0.00040825,0.79563284,0.02529508,13.4141,2.4235,4.3643
8.332e-05,0.75192559,0.03230309,12.0997,1.5998,6.0521
0.00042944,1.19727588,0.06007338,19.1427,2.4386,10.2287
0.00031017,0.73814732,0.08582008,16.5511,1.6817,11.4285
0.00066062,0.55406445,0.00647299,14.747,2.1993,5.8206
0.00018552,0.57097727,0.07983835,19.7415,1.5111,15.1087
0.00037896,0.60059351,0.09571307,18.3668,2.8457,8.5419
0.00090512,0.78997982,0.04628861,12.0124,2.3619,3.8242
0.00042908,0.71671098,0.00421566,12.8756,2.6624,3.677
0.00050761,0.74851894,0.09224597,17.1071,1.8332,11.5353
0.00090585,0.39074033,0.07079321,14.6385,2.4783,6.0132
0.00013832,0.87397069,0.06848563,19.3391,2.6018,9.8001
0.00095591,0.52859908,0.04489166,15.8462,1.9064,8.8507
0.00071309,0.97827137,0.03291331,18.8109,2.3117,9.814
0.00050459,0.05375203,0.03380708,18.8296,2.2716,9.7498
0.00046007,0.20971537,0.0320156,16.9277,2.3387,7.6758
0.00097489,0.50550073,0.06400584,15.103,1.6757,9.5854
0.00058894,1.1566925,0.07728477,12.3274,1.7669,6.9151
0.00065628,0.40976563,0.01827832,12.2629,2.8377,3.6343
9.361e-05,0.56960517,0.04056781,17.6957,2.4566,8.1242
0.00054079,1.06047416,0.00779469,13.4069,2.6499,3.853
0.00064324,0.73879206,0.07434753,19.0251,1.7958,13.162
0.00081389,0.83173335,0.08532192,13.8526,2.2348,6.6309
0.00046627,0.83726639,0.09443575,18.1144,2.1335,11.2841
0.00039171,0.80538636,0.06674402,19.9104,1.6083,14.6251
0.00086815,0.60357273,0.04406659,19.0971,2.0691,11.3109
0.00075812,1.18884277,0.05288501,18.8539,2.6233,9.1152
0.00058513,0.58759612,0.01835459,19.7479,2.813,8.3489
0.0003161,0.32483524,0.01174319,12.7741,2.9514,3.9771
0.00098039,0.77101266,0.05210471,15.5454,1.5412,10.3815
0.0008669,0.98343009,0.00664174,13.6712,1.9681,5.786
5.793e-05,1.14887667,0.05533858,17.5866,2.2868,9.1426
0.00012787,1.0527308,0.0274567,15.7856,1.7893,8.7982
0.00066242,0.55501759,0.09599089,13.2763,2.9825,4.021
0.00031309,0.72478378,0.00766261,18.8396,2.2083,9.5584
0.00041779,0.96000546,0.08001335,17.4835,2.5523,8.5923
8.091e-05,0.35637429,0.06170692,17.0663,2.9075,6.3534
0.00045468,1.04206729,0.06837983,13.1066,2.2267,5.5501
0.00024683,0.45372549,0.0165477,15.8415,1.6073,9.2451
0.00047663,0.7538926,0.02481777,16.8893,2.1599,8.3016
0.0005268,0.42507586,0.08358043,19.9178,1.876,13.8071
0.00040866,0.44454387,0.08129525,13.9103,2.1676,6.6537
0.00031726,0.13914815,0.05019883,19.0336,1.9883,11.4821
0.00031613,0.45541942,0.04682167,17.9212,2.6261,7.846
0.00073247,0.96239269,0.07024197,12.5641,1.9459,6.2127
0.00045038,0.06572571,0.02848718,16.8128,2.1229,8.2945
0.00060924,0.68407047,0.00182755,14.5977,2.4359,4.9324
0.00041864,0.71871507,0.02036222,16.0754,2.733,5.5065
0.00082953,0.86671489,0.0981824,14.094,2.6512,5.6287
0.00077413,0.51038766,0.02702336,17.7808,1.9855,9.9306
0.00085109,0.15918638,0.02745758,17.6363,2.506,7.6792
0.00040841,0.35343495,0.0084773,13.6148,2.1356,5.0254
0.00086232,0.85136384,0.08033592,19.1803,2.8163,9.2322
0.00013727,0.08202695,0.05110713,16.1761,1.856,9.2142
0.00088717,0.77261794,0.07024918,16.5466,1.6875,11.166
0.00024647,0.4848834,0.06837472,15.2044,2.281,7.0925
0.00019688,0.5528366,0.0800995,13.4153,1.7465,7.8471
0.0009396,0.36878765,0.05191909,15.4373,2.6381,5.7887
0.00076362,0.81023747,0.02915267,15.8821,2.5575,6.0726
0.00046561,0.75530863,0.01728838,14.0266,1.8394,6.6884
0.00042282,0.12157988,0.09618755,18.0918,2.856,8.1565
0.00074285,0.63233131,0.02662412,15.6834,1.6693,9.2309
0.00068634,1.0243454,0.0151688,12.4766,1.9542,4.9011
0.00070883,0.94108188,0.02266579,19.8796,2.9628,8.1061
0.00061021,0.43525133,0.06126148,17.5829,2.1954,9.6086
0.00065031,0.84408271,0.01197097,18.4988,2.2825,9.1285
0.00076822,0.51303053,0.06734121,13.3413,2.2839,5.4749
0.0004537,0.47855601,0.07089791,13.8906,1.7409,8.1457
0.00020304,1.10652769,0.07228436,14.2203,2.0904,7.1533
6.788e-05,0.1999751,0.08933419,13.9192,2.6237,5.1087
0.00024589,1.03632402,0.00447043,18.3049,1.8954,10.3055
0.00061508,0.22865312,0.03125281,15.564,2.8906,4.8502
0.00011609,0.96704727,0.07678574,19.6483,1.7868,13.7972
0.00044511,0.11703146,0.08367625,13.1889,2.542,4.6985
0.00072208,0.23616129,0.08057947,15.6147,2.1438,8.3709
0.0008165,0.99257785,0.08018323,19.459,2.3859,11.2898
0.00070755,0.94794863,0.05122193,18.972,2.8265,8.3408
0.00012911,0.14746271,0.00978087,13.0801,2.4213,3.9675
0.00019204,0.82583839,0.03987833,19.1622,1.7326,12.6086
0.00075187,1.17313886,0.03710747,14.3805,2.9212,4.1868
0.00048561,0.89508975,0.04844718,17.731,2.1388,9.7684
0.00049643,1.11737525,0.09667638,13.8207,2.9335,4.5437
0.00038653,1.10616493,0.0118762,16.4277,2.0251,8.1794
0.00086066,1.12334609,0.09935725,12.1476,2.5407,4.4728
0.0003027,0.53558666,0.05911034,16.6154,2.8605,6.1389
0.00038975,0.03452403,0.0456917,19.9248,2.1834,11.4117
7.099e-05,1.08150148,0.06129996,16.1846,1.5095,11.2204
0.00029452,0.48695114,0.01565269,14.5644,1.6721,7.7356
0.00013797,0.49042782,0.07595238,19.6447,2.3663,11.1435
0.00023306,0.86029208,0.08329295,15.5239,2.9806,5.3737
0.00018151,0.06381977,0.01657527,17.0421,1.549,10.5584
0.00050934,0.52333242,0.07030182,15.5224,1.7922,9.5295
0.00044023,0.67994142,0.07811207,14.7416,2.4987,6.1617
0.0007405,0.98004264,0.08028756,15.9095,2.1229,8.9376
0.00078371,0.04971841,0.00823249,16.5623,2.5343,6.2586
0.00092869,1.01067698,0.07789666,17.7108,2.051,10.9965
0.00011753,1.11773884,0.00491013,15.0128,2.8488,4.4508
0.00032519,0.90509492,0.0347885,19.062,1.6474,12.8138
0.00079899,0.91932309,0.00591006,16.2281,1.8297,8.6973
0.00042332,1.12304163,0.05837386,14.0795,2.045,6.9261
0.00011743,0.66320062,0.01313644,17.4594,2.8702,6.0839
0.00061162,0.34116048,0.00236885,18.4125,2.2958,8.6834
0.00051981,0.97423851,0.0125094,19.6081,2.4081,9.6984
0.00097903,0.92915267,0.0285442,16.1574,2.4881,6.6014
0.00053998,0.91514838,0.04574651,19.0483,2.6886,8.7756
0.0005272,1.13412833,0.02832841,15.4997,1.59,9.5057
0.00079672,0.0637033,0.06524903,16.328,1.8998,9.6828
0.00035552,0.02450069,0.02230901,14.4391,2.1411,5.8863
0.00037925,0.76806176,0.09796422,19.948,1.876,14.266
5.97e-05,0.22211809,0.01401795,12.9758,2.8438,3.8639
0.00035322,1.12428451,0.07073693,14.0115,2.5972,5.1276
0.00027479,0.03180792,0.0781374,17.4213,2.8613,7.0955
0.00061632,0.26468843,0.01176922,19.4185,1.6652,12.4435
0.00066783,0.17797773,0.02366287,19.1289,2.5447,8.8076
0.0004745,1.11989117,0.05068039,19.6387,1.5847,14.1607
0.00015201,0.25163245,0.0114759,17.2987,1.5887,10.5615
0.00090428,1.06626487,0.09608385,15.6467,2.826,6.3854
0.00015796,0.29363364,0.09056707,18.6521,2.6873,9.1843
0.00096752,0.26569101,0.06182564,19.3949,2.1104,11.7963
0.00066636,0.4739826,0.0377204,18.1192,1.956,10.5993
0.00027069,0.31628868,0.05901422,19.8315,2.5273,10.2502
0.00039172,0.11936312,0.04164238,13.0525,2.6972,3.7623
0.00022702,0.891092,0.0180654,16.6639,2.335,7.2637
0.00022245,0.34486908,0.01748732,17.1039,2.4913,6.9921
0.0008858,0.39145857,0.05314745,14.0079,2.6844,4.5275
5.731e-05,0.93403637,0.04814392,19.5973,1.903,12.4923
0.00065409,0.51412922,0.04019045,16.915,1.8729,9.8408
0.00049255,0.78544909,0.03279136,15.1439,2.1891,6.731
0.00063054,0.72815311,0.01611738,15.1099,1.8662,7.6155
0.00029594,0.10326531,0.09844287,15.4627,2.3359,7.7456
0.00069159,0.17680001,0.00878934,12.7816,2.811,3.7377
7.142e-05,1.18139613,0.05947395,15.5733,1.5433,10.4494
0.00062371,0.92573124,0.04524886,12.2141,2.6745,3.4266
0.00093274,1.16698742,0.05492352,14.1559,1.6636,8.6501
0.00038139,1.00342751,0.02827852,17.4062,1.5636,11.4251
0.00053062,0.15628017,0.05682153,19.9497,2.5549,10.2233
0.00076156,0.22995901,0.074886,13.6731,2.8004,4.2994
0.00034588,0.85330373,0.05672674,12.9571,1.5204,7.8929
0.00021483,0.31496242,0.03784889,19.9558,1.8992,12.4927
0.00046695,1.02675796,0.04878958,18.5426,2.3394,9.7601
0.00084455,0.33574244,0.05695592,16.1111,2.7041,6.2239
0.00056234,0.32158712,0.07423025,14.2918,2.3365,6.2043
0.0009844,1.18052363,0.03615998,18.9243,2.6566,8.7309
0.00018041,0.19275576,0.01792205,16.9873,2.8329,5.8318
0.00025413,0.7870062,0.04390172,15.9878,2.3575,7.0646
0.00041613,0.65062183,0.00992844,13.2911,1.7615,6.1135
0.00025972,1.17155695,0.0908716,14.1846,2.9422,4.662
0.00023815,0.9287383,0.0100162,18.4253,1.6291,11.6514
0.00033546,0.08775224,0.02724762,12.9195,2.2155,4.462
5.978e-05,0.10584289,0.07518644,14.4336,2.524,5.5571
0.00018351,1.10551,0.02675546,14.8157,2.9646,4.3032
0.00053283,0.58302349,0.04452723,13.9821,1.8427,7.2143
0.00072705,1.02619803,0.04490202,19.1704,1.7544,12.8429
0.00044802,0.4259077,0.03635604,12.5019,2.0785,4.7453
0.00092699,0.05033401,0.06740419,16.2366,2.4928,7.2665
0.00038078,0.80038428,0.08060291,13.3028,1.6655,8.2161
0.00039252,1.10448647,0.04476232,18.7007,2.052,11.0207
8.935e-05,0.36674899,0.02985841,14.3893,2.8463,4.2258
6.702e-05,1.12583339,0.05901041,19.7883,2.8752,8.9868
0.00016271,1.03794682,0.03302494,19.7418,2.6774,9.1477
0.00022308,0.27381834,0.01005968,17.8626,2.3343,8.0914
0.00092621,0.95119935,0.05453515,14.4859,2.7337,4.8686
0.00066677,0.78615332,0.05319147,17.9959,2.4958,8.6975
9.778e-05,0.45768604,0.06319881,18.7933,2.7411,8.5204
0.00038922,1.05638039,0.05549065,12.3138,1.6913,6.5834
5.636e-05,0.11505429,0.06512008,17.2593,1.9503,10.1973
0.00067892,0.20321581,0.00476552,17.3679,2.1101,8.4517
0.00071998,0.96565515,0.06538717,16.0424,1.9391,9.4608
0.00085649,1.0777483,0.03812769,12.5981,1.7952,6.1381
0.00036629,1.13491976,0.09455922,18.3594,1.8972,12.6165
0.00058274,0.51048052,0.04360747,14.642,1.8336,7.8592
0.00082483,0.91887665,0.06197072,14.6737,1.9475,8.0268
0.00066565,0.44775295,0.04363844,15.6449,2.1287,7.6291
0.00072002,1.02332032,0.01183662,15.0235,2.0598,6.773
0.00084891,0.69373572,0.09303872,13.1657,2.5402,5.0632
7.92e-05,0.88429725,0.03259229,13.5873,2.3469,4.7851
0.0004458,0.66854388,0.02210309,17.0543,1.8299,9.7205
0.00068986,0.99624819,0.05181161,14.3681,2.1786,6.553
0.00047188,0.15904196,0.08209702,17.3671,2.8005,7.4092
0.00090939,0.19221009,0.00526863,14.0215,2.1487,5.3169
0.00030851,0.34701818,0.01192388,19.7393,2.1598,10.6225
0.00034542,0.08489279,0.08001413,19.3608,2.321,11.1047
0.00065939,0.16801652,0.06131679,16.3149,1.6663,10.5708
0.00017183,0.18149434,0.05464204,12.5338,1.5582,7.0442
0.00033442,0.08279335,0.02477811,18.2904,1.6812,11.4534
0.00089819,0.17670837,0.07644663,17.4482,2.6466,8.0281
0.00096543,1.13576543,0.05257407,13.8832,2.2918,5.7944
6.128e-05,0.48415935,0.09390543,16.5753,2.6309,7.5673
0.00021599,0.76091778,0.06001887,16.565,2.3029,8.1541
0.00039666,0.43949851,0.05461893,18.7222,1.9357,11.6071
0.00028638,0.09603277,0.0158179,14.3479,2.7601,4.2374
0.00084382,0.85473752,0.01894992,16.6824,2.7857,5.8831
0.00073045,0.26831263,0.08773025,14.2348,1.5167,9.9148
0.00020285,1.07854426,0.05341862,13.8824,2.4901,4.9969
0.00080272,0.20383205,0.07765976,16.11,1.6471,10.9217
0.00049508,0.3865484,0.06634666,15.3875,2.3151,7.1171
0.00027571,1.1801393,0.04485316,12.7685,2.1199,5.1212
0.00059616,0.06200631,0.09456357,12.6953,2.0442,6.2772
0.00023934,0.5426954,0.0673018,16.1223,2.0411,8.9192
0.00039915,0.72432894,0.01727261,15.8553,1.5424,9.6563
0.0007245,1.12011766,0.08370777,19.2909,2.5984,10.334
0.00071405,0.06122041,0.00189713,16.6897,2.5065,6.3495
0.000728,1.17392063,0.03383802,12.877,1.8268,6.1714
0.00075236,0.62230694,0.09149854,19.7642,1.7055,14.7423
0.00027605,1.06532741,0.08408378,17.6497,2.3042,9.8556
0.00070474,0.46608326,0.02013275,17.0007,2.1353,8.3887
7.859e-05,0.5588606,0.08566094,12.1297,2.6843,3.6918
0.00097787,0.65144837,0.05992253,16.3276,2.4274,7.5857
0.00012881,1.11274207,0.0136486,16.2986,2.8648,5.2857
0.00034557,0.53313398,0.07485254,16.0338,1.8939,9.6666
0.00048993,0.4972631,0.06978698,19.3947,1.8047,13.2614
0.00015541,1.16670156,0.04629336,14.0916,2.5239,4.9521
0.00074554,0.59109181,0.03029596,19.0608,2.3089,9.922
0.00034199,0.04250197,0.08440414,15.8568,2.9812,5.5297
0.00017061,0.27389508,0.09713785,18.4844,2.6501,9.3267
0.00079596,1.14272261,0.07324632,16.2435,1.9768,9.7639
0.00016476,0.17185347,0.09955138,17.7603,1.6969,12.7126
0.00047178,1.13642764,0.09609155,18.0582,2.3618,10.3805
0.00042129,1.06736481,0.0931119,16.559,2.7511,7.3005
0.0008102,0.26714316,0.07004698,16.8674,1.8709,10.5131
0.00096606,0.72608179,0.05241873,13.4413,2.2614,5.4123
0.00080209,0.59693468,0.00456294,17.9049,2.072,9.222
0.0008457,0.72563446,0.07937512,13.7613,1.5911,9.0652
0.00072824,0.73833752,0.07604405,16.4035,2.1847,8.9817
0.00077745,0.31358597,0.00567277,15.0494,1.7245,7.8397
0.00099608,0.73717189,0.04156304,14.6474,2.6478,4.9993
0.00090609,0.27149257,0.02320346,16.2066,2.1011,7.8358
0.00089086,0.91187841,0.03578374,14.9379,1.9845,7.5186
0.00066374,0.92948496,0.09871263,12.9235,1.6714,8.4247
0.00018151,1.11023736,0.07432536,15.9208,2.0004,9.2031
0.00087969,0.98101526,0.02812598,14.2562,2.6016,4.6452
0.00024234,0.89760649,0.04882946,18.7947,2.247,10.2997
0.00075513,1.12135983,0.07267398,18.1139,2.5755,9.044
0.00081794,0.56739891,0.01973365,14.0471,2.383,4.8922
0.00032636,0.8280139,0.02143103,16.0498,2.4206,6.4752
0.00067349,0.92808479,0.00415596,15.8332,1.5131,9.5733
0.00040474,0.59481454,0.04227316,18.6876,2.0453,10.8498
0.00020055,0.51447117,0.02516932,17.8398,2.527,7.6959
9.096e-05,0.48278376,0.01793409,18.3913,2.3172,8.822
0.00016588,0.22038358,0.04032752,15.1969,1.6702,8.8284
0.00053415,0.2797313,0.06378176,12.7177,2.5383,4.0575
0.00036502,0.16610725,0.09368234,12.9091,2.4674,4.8941
0.00030585,0.15146632,0.07017458,17.5069,1.7588,11.4648
0.00052094,0.53233826,0.06801191,18.6203,2.7156,8.6665
0.00079138,0.62798041,0.08683636,16.6401,2.2211,9.3142
0.00013019,0.42301443,0.02013754,15.1279,2.6954,4.8505
0.00036756,0.79902422,0.08909326,18.5811,1.733,13.3244
0.00025895,0.21991269,0.03596259,14.3731,1.7514,7.6124
0.00094992,0.27760553,0.0182221,18.3358,1.8221,10.9437
0.00084853,0.18925901,0.06658484,17.9051,2.5638,8.5467
0.00093872,0.83516812,0.06385339,17.3163,1.6787,11.8316
0.00061414,1.18302107,0.07876541,18.6378,2.72,9.0886
0.00049044,0.8132059,0.08184072,15.1641,1.8657,9.2335
0.00056291,0.48138779,0.02296978,12.0801,1.5431,6.0954
0.00062768,0.28172472,0.08576234,17.1835,1.6304,12.2391
8.93e-05,0.49687612,0.08092553,18.0461,2.7411,8.2225
0.00023129,0.12775451,0.03853142,18.9959,2.0895,10.7196
0.00042393,0.93210363,0.01436476,15.7655,1.9632,7.8171
0.00061343,0.90370673,0.08027591,17.2924,1.6904,12.1098
0.0004717,0.05166543,0.00487514,19.3305,2.8857,7.4033
5.932e-05,0.34373009,0.03637458,12.2705,2.5122,3.5637
0.0006966,1.05296481,0.05228275,18.9551,2.3066,10.4391
0.00060611,0.69705224,0.02923088,14.5692,1.6608,8.2224
0.00046225,0.45942041,0.02925257,15.8393,2.8539,5.1118
0.00072611,0.88221562,0.09552345,15.1149,2.3009,7.7965
0.00018116,0.17596653,0.06710096,13.0856,1.8414,6.7118
0.00063188,0.63385487,0.00472269,14.9144,2.59,4.819
9.702e-05,0.84324473,0.03021793,12.185,1.8489,5.1595
0.00068205,0.23958117,0.06105928,14.6024,1.9521,7.704
0.00016921,0.62495762,0.04191194,14.4054,2.632,4.7587
0.0003662,0.06843175,0.05617959,16.7713,2.7467,6.5117
0.0001543,0.14693365,0.00862511,13.1235,2.6053,3.8241
0.00028164,0.10561471,0.07433747,17.3466,1.5579,12.2781
0.00078111,1.10226679,0.05951595,14.7578,2.6671,5.3783
0.00045959,0.72209293,0.08015507,13.5269,2.2765,5.9386
0.00053318,0.38820517,0.01697947,17.6133,1.5702,11.2082
0.00014681,0.23517473,0.02001701,15.6113,2.3272,6.2497
0.00084339,0.11760677,0.06002598,19.4541,2.1487,11.575
0.00079816,0.77838063,0.08242596,14.903,2.9801,4.9464
